canton,city,name_fr,cuisine_type,price_range,avg_rating,review_count,phone,email,website,is_published,is_featured,claim_status,address,postal_code,slug,id,merchant_id
berne,Moutier,Restaurant Le Soleil,suisse,3,4.8,5,+41 32 493 40 90,le-soleil@bluewin.ch,https://le-soleil.ch,true,false,unclaimed,Rue de l Hotel-de-Ville 7,2740,le-soleil-moutier,239f7a8c-ef27-4377-bdb1-9ac4788c123e,
berne,Biel,Restaurant Räblus,suisse,2,4.5,812,+41 32 322 40 51,,http://www.raeblus.ch/,true,false,unclaimed,Neuenburgstrasse 90,2505,restaurant-rablus,09f9e400-36d9-4068-8cdd-cde3494226da,
berne,Berne,Restaurant Rosengarten,suisse,3,4.2,5,+41 31 331 32 06,info@rosengarten.be,https://rosengarten.be,true,true,unclaimed,Alter Aargauerstalden 31b,3006,rosengarten-bern,85641462-975a-4c58-b390-ddc95ed17044,
berne,Berne,Restaurant Steinhalle,gastronomique,3,4.8,5,+41 31 351 20 32,,,true,false,unclaimed,Helvetiaplatz 5,3005,restaurant-steinhalle-bern,04da3464-204c-4f85-8142-949385d75429,
berne,Interlaken,Restaurant Taverne,suisse,2,4.4,1154,+41 33 826 68 68,,https://www.tavernejnterlaken.ch/,true,false,unclaimed,Höheweg 74,3800,restaurant-taverne,48d85f04-1947-48f8-885e-cab69cd79c2a,
berne,Bern,Rialto Bern,italien,2,4.4,1212,+41 31 311 70 51,,http://www.rialtobern.ch/,true,false,unclaimed,Aarbergergasse 6,3011,rialto-bern,289318e3-b0dd-474f-8273-eb5a24d0ac08,
berne,Thun,Ribs Steakhouse,americain,2,4.6,1624,+41 33 222 34 34,,http://www.ribs-steakhouse.ch/,true,false,unclaimed,Obere Hauptgasse 20,3600,ribs-steakhouse,5eaf234e-a6b8-4bcf-b861-3aeb87c443cc,
berne,Bern,Ristorante Azzurro Terra e Mare,italien,2,4.6,1461,+41 31 385 85 85,,http://www.ristorante-azzurro.ch/,true,false,unclaimed,Murtenstrasse 2,3008,ristorante-azzurro-terra-e-mare,c3302b7d-ee38-4d0e-9f18-bce2326a7095,
berne,Bern,Ristorante Da Carlo,italien,2,4.5,1071,+41 31 381 18 18,,http://www.da-carlo-bern.ch/,true,false,unclaimed,Effingerstrasse 14,3011,ristorante-da-carlo,2c138f80-9016-4fb1-b156-0c5e6fa91f7b,
berne,Biel/Bienne,Ristorante Italia,italien,2,4.8,5,+41 32 331 33 33,,,true,false,unclaimed,Spitalstrasse 26,2502,ristorante-italia-biel,46bf5495-79ed-4f8b-ae4c-7ba73f112418,
berne,Bern,Ristorante Luce,italien,2,4.5,3336,+41 31 310 99 99,,https://www.ristoranteluce.ch/,true,false,unclaimed,Zeughausgasse 28,3011,ristorante-luce,59d8116a-bef0-4976-b10f-6b33bb716a06,
berne,Bern,Ristorante Pizzeria Da Bucolo,italien,2,4.4,674,+41 31 332 82 82,team@dabucolo.ch,https://www.dabucolo.ch/,true,false,unclaimed,Amthausgasse 10,3011,ristorante-pizzeria-da-bucolo,3a0b7683-df5e-4267-bf2b-635572620347,
berne,Bern,Ristorante Pizzeria PIAZZA,italien,2,4.5,538,+41 31 558 28 55,info@piazzabern.ch,http://www.piazzabern.ch/,true,false,unclaimed,Weiermattstrasse 40,3027,ristorante-pizzeria-piazza,7af63970-fb67-4164-b0f0-4717fca39a1c,
berne,Bern,Santa Lucia Bern,italien,2,4.2,1465,+41 31 312 20 50,wein@bindella.ch,https://www.bindella.ch/restaurants/santa-lucia-bern,true,false,unclaimed,Bärenpl. 7,3011,santa-lucia-bern,5f91ffd1-c9bb-45dc-aaa1-caebd1db8eba,
berne,Spiez,Seegarten Marina,suisse,3,3,5,+41 33 655 67 67,,,true,true,unclaimed,Schachenstrasse 3,3700,seegarten-marina-spiez,0de0ba78-0ef9-4614-b957-8de24ff631d8,
berne,Bienne,St. Gervais,suisse,2,4.5,577,+41 32 322 48 22,info@stgervais.ch,https://www.stgervais.ch/,true,false,unclaimed,Rue Basse 21,2502,st-gervais,3408bd6a-a067-4e6c-8112-17eb4b719442,
berne,Bern,tibits Bern Gurtengasse,vegetarien,2,4.5,1661,+41 31 313 02 22,,https://www.tibits.ch/,true,false,unclaimed,Gurtengasse 3,3011,tibits-bern-gurtengasse,699cda9e-e260-4c4e-9574-5ce7692eadd8,
berne,Thun,Trattoria Rimini,italien,2,3,5,+41 33 223 13 20,,,true,false,unclaimed,Untere Hauptgasse 26,3600,trattoria-rimini-thun,097dcc3c-e451-485d-a640-f8e313bfaa2c,
berne,Interlaken,Truly Asia,thai,2,3.8,5,+41 33 822 15 48,,,true,false,unclaimed,Hoheweg 199,3800,truly-asia-interlaken,6249463b-0272-469f-ae95-79504a04ed5a,
berne,Bern,Volver BarTapasCafé,espagnol,2,4.5,911,+41 31 312 04 04,,http://www.barvolver.ch/,true,false,unclaimed,Rathauspl. 8,3011,volver-bartapascafe,4bb47e2a-a535-45f6-bad1-b0e2cf5067d3,
berne,Berne,Wein und Sein,gastronomique,4,3.8,5,+41 31 311 98 44,info@weinundsein.ch,https://weinundsein.ch,true,true,unclaimed,Munstergasse 50,3011,wein-und-sein-bern,9dd51138-7aa5-4f80-a13e-f96fa1b2460e,
berne,Thun,Yafa Restaurant,suisse,2,4.8,912,+41 33 222 12 12,info@yafa-restaurant.ch,https://yafa-restaurant.ch/,true,false,unclaimed,Frutigenstrasse 1,3600,yafa-restaurant,7519bc63-5270-4cca-a031-4389742186f6,
berne,Thun,YAFA Restaurant,libanais,2,5,5,+41 33 222 12 12,,,true,false,unclaimed,Frutigenstrasse 1,3600,yafa-restaurant-thun,82430111-fcf2-453f-a547-b1dd80b01471,
berne,Berne,Zum Zahringer,suisse,2,4.8,5,+41 31 311 32 70,,,true,false,unclaimed,Badgasse 1,3011,restaurant-zum-zahringer-bern,5fb228f4-517a-4daa-a145-a71c296b5247,
berne,Interlaken,مطعم البيت الدمشقي |Damas Haus Restaurant,suisse,2,4.6,96,+41 33 525 27 27,,https://damas-haus.ch/,true,false,unclaimed,Bahnhofstrasse 45,3800,damas-haus-restaurant,ebf6c7e5-bba1-487f-a8d8-27c7a5b1ff51,
fribourg,Châtel-Saint-Denis,Café des Bains,suisse,2,3.4,5,+41 21 948 89 59,,https://cafe-des-bains.ch,true,false,unclaimed,Rue du Marche 3,1618,cafe-des-bains-chatel-saint-denis,f2168ba6-15e3-4097-81bf-f5e5088d1321,
fribourg,Fribourg,Café du Belvédère,suisse,2,5,5,+41 26 322 22 22,,,true,false,unclaimed,Rue de Zaehringen 4,1700,cafe-du-belvedere,45fd4f65-9e0b-4f1c-8d41-b6c7041a5846,
fribourg,Fribourg,Café du Midi,suisse,1,5,5,+41 26 322 77 77,,,true,false,unclaimed,Rue de Romont 25,1700,cafe-du-midi,b9c6c050-f74c-44a9-9722-6f37ec8b3047,
fribourg,Bulle,Com Ca,suisse,3,5,5,+41 26 912 55 14,info@com-ca.ch,https://com-ca.ch,true,false,unclaimed,Rue de Gruyeres 41,1630,com-ca-bulle,03d5ea77-5eee-4706-8ada-c9b4f47ac948,
fribourg,Fribourg,Des Trois Tours,gastronomique,3,5,5,+41 26 322 30 69,,https://www.destroistours.ch,true,true,unclaimed,Route de Bourguillon 3,1722,des-trois-tours,79b8c9a6-b388-4f95-9613-649ac779ab36,
fribourg,Fribourg,Greek Corner,grec,2,4.2,5,+41 26 323 22 33,info@greekcorner.ch,https://greekcorner.ch,true,false,unclaimed,Rue de Morat 18,1700,greek-corner-fribourg,40960fde-3822-47de-a862-482862022be8,
fribourg,Gruyères,Hôtel Restaurant La Fleur de Lys,suisse,3,4.6,5,+41 26 921 82 82,,,true,true,unclaimed,Rue du Bourg 14,1663,fleur-de-lys-gruyeres,ce447171-efbe-48d5-8a60-92992efd668f,
fribourg,Bulle,L'Ecu Restaurant,suisse,2,4.7,449,+41 26 912 93 18,,http://www.restaurant-de-lecu.ch/,true,false,unclaimed,Rue Saint-Denis 5,1630,lecu-restaurant-bulle,e9144e15-1e54-4485-8208-d31d9a6b87a2,
fribourg,Fribourg,La Cantine du Marche,mediterraneen,2,4.6,5,+41 26 322 88 11,contact@cantinedumarche.ch,https://cantinedumarche.ch,true,false,unclaimed,Place de l Hotel-de-Ville 3,1700,la-cantine-du-marche-fribourg,e2f15048-c16a-49a7-9e93-97ebfa73ba19,
fribourg,Fribourg,La Cicogne,francais,2,5,5,+41 26 322 33 33,,,true,false,unclaimed,Rue d Or 1,1700,la-cicogne,17b5e1b5-3ea0-407f-8159-ffde86413983,
fribourg,Fribourg,La Table de Fribourg,gastronomique,4,5,5,+41 26 326 77 88,reservation@latabledeFribourg.ch,https://latabledeFribourg.ch,true,true,unclaimed,Route de la Gruyere 1,1700,la-table-de-fribourg,7fc88a08-4147-4d6e-9e13-b151037877f3,
fribourg,Fribourg,Le Chat Botte,grec,3,4.4,5,+41 26 321 55 66,reservation@lechatbotte.ch,https://lechatbotte.ch,true,false,unclaimed,Rue du Pont-Mure 6,1700,le-chat-botte-fribourg,48e97540-f7cb-4e95-a3ba-de60a6fbbccc,
fribourg,Fribourg,Le Dragon d Or,chinois,2,5,5,+41 26 321 99 00,info@dragondor-fr.ch,https://dragondor-fr.ch,true,false,unclaimed,Avenue de la Gare 31,1700,le-dragon-dor-fribourg,45e15c69-2d51-49a9-bd22-b8a89e888129,
fribourg,Fribourg,Le Gothard,suisse,2,4.2,5,+41 26 322 55 55,,,true,false,unclaimed,Rue du Pont-Muré 18,1700,le-gothard,83129bef-9f71-4bef-933a-4572c067e67d,
fribourg,Fribourg,Le Gothard,suisse,2,4.2,5,+41 26 322 66 77,contact@legothard.ch,https://legothard.ch,true,false,unclaimed,Place Georges-Python 9,1700,le-gothard-fribourg,86942585-bf3b-4140-85bc-5ab6d2e050e4,
fribourg,Bulle,Le Gruyerien,suisse,2,4.6,5,+41 26 912 52 61,,https://le-gruyerien-bulle.ch,true,false,unclaimed,Rue de Gruyeres 16,1630,le-gruyerien-bulle,3c330022-d53b-4d34-80d2-b3b3895df7d4,
fribourg,Fribourg,Le Schild,suisse,2,5,5,+41 26 322 11 22,info@leschild.ch,https://leschild.ch,true,true,unclaimed,Rue de Lausanne 48,1700,le-schild-fribourg,6f78edb6-5fb7-42d8-9e4f-8fe2822aea01,
fribourg,Fribourg,Le Schild,suisse,2,5,5,+41 26 322 99 99,,,true,false,unclaimed,Grand-Rue 48,1700,le-schild,c5829004-f60f-48ba-984c-360e9e9005b2,
fribourg,Fribourg,Pho Saigon,vietnamien,2,4.2,5,+41 26 325 11 22,info@phosaigon-fr.ch,https://phosaigon-fr.ch,true,false,unclaimed,Rue de la Samaritaine 15,1700,pho-saigon-fribourg,364fd07b-e3d9-43ab-bd15-2d2886ca7145,
fribourg,Fribourg,Restaurant de l Aigle Noir,suisse,3,4,5,+41 26 322 49 77,,,true,false,unclaimed,Rue des Alpes 10,1700,restaurant-de-l-aigle-noir,03f536b7-b414-4c49-b9bd-09e227610a4c,
fribourg,Bulle,Restaurant de l Ecu,suisse,3,5,5,+41 26 912 93 18,info@restaurant-de-lecu.ch,https://restaurant-de-lecu.ch,true,false,unclaimed,Rue Saint-Denis 5,1630,restaurant-de-lecu-bulle,bae9c293-ee8c-45f6-b0c0-5a1845cff37f,
fribourg,Châtel-Saint-Denis,Restaurant des XIII Cantons,americain,2,4.8,5,+41 21 948 77 13,,https://les13cantons.ch,true,false,unclaimed,Rue du Marche 18,1618,les-13-cantons-chatel-saint-denis,29ce8a72-c21d-42ff-ba8c-cff0c943d964,
fribourg,Bulle,Restaurant du Cheval Blanc,suisse,2,5,5,+41 26 918 64 44,,,true,false,unclaimed,Rue de Gruyeres 16,1630,restaurant-cheval-blanc-bulle,3a064a09-898c-4e03-a70b-7e7dc6d72eb2,
fribourg,Morat,Restaurant Kaeserei,gastronomique,3,5,5,+41 26 672 11 11,,,true,false,unclaimed,Hauptgasse 43,3280,restaurant-kaeserei-murten,e83c77fe-85a8-4d72-b9a3-8669eba771e1,
fribourg,Châtel-Saint-Denis,Restaurant Le Chatel,suisse,2,5,5,+41 21 931 44 44,info@lechatel.ch,https://lechatel.ch,true,false,unclaimed,Avenue de la Gare 52,1618,le-chatel-chatel-saint-denis,aba6ca44-ee48-4cf9-85a3-fcdf7f285945,
fribourg,Fribourg,Restaurant Le Pérolles,francais,3,5,5,+41 26 347 40 30,,,true,false,unclaimed,Boulevard de Pérolles 18,1700,restaurant-le-perolles,9d7d0057-7e8b-4b25-9fc5-32e4c8f99c1c,
fribourg,Fribourg,Restaurant Manora,suisse,1,4,5,+41 26 322 88 88,,,true,false,unclaimed,Avenue de la Gare 12,1700,restaurant-manora,11ef0f9e-745d-4fe9-825e-1b14091991cd,
fribourg,Fribourg,Ristorante Bindella,italien,2,4.4,5,+41 26 322 66 66,wein@bindella.ch,https://www.bindella.ch,true,false,unclaimed,Rue de Lausanne 38,1700,ristorante-bindella,61855f3e-c188-4c4e-b0aa-6a49e892c9f8,
fribourg,Morat,See la Vie,francais,3,3,5,+41 26 670 51 12,,,true,false,unclaimed,Ryf 8,3280,see-la-vie-murten,d3cfeed0-9257-43b9-a83c-4934041c3424,
fribourg,Fribourg,Tandoori Palace,indien,2,4.8,5,+41 26 324 88 99,info@tandooripalace.ch,https://tandooripalace.ch,true,false,unclaimed,Boulevard de Perolles 22,1700,tandoori-palace-fribourg,36ec8b5f-4936-4ad8-89ca-538682be1d2b,
fribourg,Fribourg,Trattoria Fiorentina,italien,3,4.8,5,+41 26 323 44 55,info@fiorentina-fribourg.ch,https://fiorentina-fribourg.ch,true,false,unclaimed,Rue de Romont 12,1700,trattoria-fiorentina-fribourg,c7656f92-cb4a-4125-abca-f646f7137ac5,
geneve,Genève,21 Club,francais,2,4,5,+41 79 948 52 48,contact@21club.ch,https://21club.ch,true,true,unclaimed,Rue Henri Blanvalet 4,1207,21-club,4c230419-9a52-417f-98bf-6cd563675727,
geneve,Genève,à table chez Anou,vegetarien,2,4.8,61,+41 76 344 64 63,,https://atablechezanou.ch/,true,false,unclaimed,Rue des Pierres-du-Niton 6,1207,table-chez-anou,91fa8bae-8b1e-40e8-bb5a-69dc4735bc7e,
geneve,Genève,Acropolis streetfood,grec,2,4.7,324,+41 22 320 05 28,,https://acropolis-streetfood.com/,true,false,unclaimed,Rue de Carouge 110BIS,1205,acropolis-streetfood,5d80998f-0bd1-4d43-99cc-3daf8e5c91a3,
geneve,Genève,Auberge de Saviese,suisse,3,5,5,+41 22 732 83 30,info@aubergedesaviese.ch,https://www.aubergedesaviese.com,true,false,unclaimed,Rue des Pâquis 20,1201,auberge-de-saviese,5b59e1de-aaa0-4f00-b8e7-cbd41c85f919,
